;Vertex,頂点Index,位置_x,位置_y,位置_z,法線_x,法線_y,法線_z,エッジ倍率,UV_u,UV_v,追加UV1_x,追加UV1_y,追加UV1_z,追加UV1_w,追加UV2_x,追加UV2_y,追加UV2_z,追加UV2_w,追加UV3_x,追加UV3_y,追加UV3_z,追加UV3_w,追加UV4_x,追加UV4_y,追加UV4_z,追加UV4_w,ウェイト変形タイプ(0:BDEF1/1:BDEF2/2:BDEF4/3:SDEF/4:QDEF),ウェイト1_ボーン名,ウェイト1_ウェイト値,ウェイト2_ボーン名,ウェイト2_ウェイト値,ウェイト3_ボーン名,ウェイト3_ウェイト値,ウェイト4_ボーン名,ウェイト4_ウェイト値,C_x,C_y,C_z,R0_x,R0_y,R0_z,R1_x,R1_y,R1_z
Vertex,1065,0.4548199,16.629,-1.089634,0.2989949,-0.369116,-0.8799747,1,0.75601,0.50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1066,0.4882787,16.63445,-1.079996,0.3250148,-0.366234,-0.8719163,1,0.79002,0.49849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1067,0.5210348,16.64823,-1.07301,0.3500336,-0.3594733,-0.8650177,1,0.82273,0.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1068,0.5519337,16.66983,-1.068916,0.3730868,-0.3491213,-0.8596049,1,0.85288,0.46194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1069,0.579858,16.69842,-1.067845,0.3932743,-0.335583,-0.8559903,1,0.8793,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1070,0.6037588,16.73291,-1.069835,0.4098077,-0.319334,-0.8544493,1,0.90099,0.39441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1071,0.6226905,16.77197,-1.074812,0.4221339,-0.3009773,-0.8551115,1,0.9171,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1072,0.6358615,16.81409,-1.082613,0.429897,-0.2812011,-0.8579712,1,0.92702,0.30618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1073,0.642657,16.85766,-1.092968,0.4329573,-0.2607024,-0.8628918,1,0.93037,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1074,0.6426899,16.90099,-1.105521,0.4311745,-0.2402287,-0.8697004,1,0.92702,0.21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1075,0.6358375,16.94241,-1.119831,0.4245493,-0.2205662,-0.8781278,1,0.9171,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1076,0.6222582,16.98033,-1.135378,0.4134402,-0.2024886,-0.8877307,1,0.90099,0.12244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1077,0.6024014,17.0133,-1.151595,0.3983015,-0.1867258,-0.8980476,1,0.8793,0.08535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1078,0.5770048,17.04003,-1.167861,0.3796995,-0.1739114,-0.9086161,1,0.85288,0.05491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1079,0.5470712,17.05951,-1.183544,0.3583047,-0.1646074,-0.9189789,1,0.82273,0.03229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1080,0.5138207,17.07098,-1.198019,0.3348964,-0.1591988,-0.9287089,1,0.79002,0.01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1081,0.4786384,17.07402,-1.210695,0.3102887,-0.1579507,-0.9374287,1,0.75601,0.01366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1082,0.4429975,17.0685,-1.221043,0.2853903,-0.1609146,-0.9448063,1,0.72199,0.01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1083,0.4083931,17.05466,-1.228631,0.2611269,-0.1679821,-0.9505759,1,0.68928,0.03229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1084,0.376259,17.03302,-1.233127,0.2383607,-0.1788405,-0.9545681,1,0.65914,0.05491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1085,0.3478993,17.00441,-1.234339,0.2179455,-0.1930107,-0.9566853,1,0.63271,0.08535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1086,0.3244329,16.96993,-1.232207,0.2007123,-0.209928,-0.9568934,1,0.61103,0.12244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1087,0.3067363,16.93092,-1.226828,0.1872628,-0.2288667,-0.9552762,1,0.59492,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1088,0.295412,16.88886,-1.218427,0.1781686,-0.2490618,-0.9519581,1,0.58499,0.21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1089,0.2908015,16.84537,-1.207362,0.1740204,-0.2697443,-0.9470771,1,0.58164,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1090,0.2929471,16.80212,-1.194101,0.1748932,-0.2901121,-0.9408758,1,0.58499,0.30618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1091,0.3016524,16.76075,-1.179187,0.1807226,-0.3094123,-0.9335971,1,0.59492,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1092,0.3164674,16.72288,-1.163239,0.1914507,-0.3269545,-0.9254444,1,0.61103,0.39441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1093,0.336758,16.68993,-1.146881,0.2067209,-0.3420908,-0.9166463,1,0.63271,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1094,0.3617215,16.66318,-1.130756,0.2259583,-0.3542728,-0.9074325,1,0.65914,0.46194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1095,0.390419,16.64367,-1.115476,0.2483876,-0.3630156,-0.8980664,1,0.68928,0.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1096,0.4218185,16.63212,-1.101601,0.273073,-0.3680215,-0.8888145,1,0.72199,0.49849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"左目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1097,-0.4667222,16.85152,-1.150144,-0.3065167,-0.2645143,-0.9143739,1,0.756,0.25842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1098,-0.4638625,16.72799,-1.12808,-0.3060485,-0.2730184,-0.9120281,1,0.756,0.39089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1099,-0.4822436,16.73095,-1.122776,-0.3080955,-0.2728376,-0.9113928,1,0.73759,0.38835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1100,-0.5001985,16.73841,-1.11892,-0.3100809,-0.2724327,-0.9108405,1,0.71989,0.38081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1101,-0.517074,16.75011,-1.116655,-0.3119361,-0.271786,-0.9104,1,0.70358,0.36857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1102,-0.532239,16.76558,-1.116058,-0.3135804,-0.2708649,-0.9101096,1,0.68928,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1103,-0.5451234,16.78425,-1.117151,-0.3148566,-0.2696949,-0.9100165,1,0.67754,0.33202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1104,-0.5552149,16.80538,-1.119895,-0.3156981,-0.2683192,-0.9101316,1,0.66882,0.30912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1105,-0.5621139,16.82818,-1.124194,-0.316102,-0.2668173,-0.910433,1,0.66345,0.28427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1106,-0.5655203,16.85175,-1.129885,-0.3161229,-0.2652792,-0.910875,1,0.66164,0.25842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1107,-0.5652669,16.87518,-1.136765,-0.3157817,-0.263762,-0.9114338,1,0.66345,0.23258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1108,-0.5613295,16.8976,-1.144587,-0.315098,-0.262307,-0.91209,1,0.66882,0.20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1109,-0.5538281,16.91812,-1.153051,-0.3141853,-0.2609572,-0.9127919,1,0.67754,0.18483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1110,-0.5430244,16.93595,-1.161845,-0.3130874,-0.2597339,-0.9135177,1,0.68928,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1111,-0.529335,16.95042,-1.17063,-0.3117853,-0.2586656,-0.9142659,1,0.70358,0.14828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1112,-0.5132889,16.96097,-1.179068,-0.310303,-0.2578343,-0.9150047,1,0.71989,0.13604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1113,-0.4955254,16.96719,-1.186826,-0.3086563,-0.2573186,-0.9157066,1,0.73759,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1114,-0.4767534,16.96885,-1.1936,-0.306897,-0.257183,-0.9163356,1,0.756,0.12596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1115,-0.4577338,16.96587,-1.199113,-0.3051202,-0.2574409,-0.9168565,1,0.77441,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1116,-0.4392348,16.95838,-1.203144,-0.3034098,-0.258075,-0.9172457,1,0.79211,0.13604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1117,-0.4220001,16.94667,-1.205526,-0.3018328,-0.2590124,-0.9175018,1,0.80843,0.14828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1118,-0.4067074,16.93119,-1.206164,-0.3004087,-0.260172,-0.917641,1,0.82273,0.16476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1119,-0.393952,16.91253,-1.205029,-0.2991904,-0.2614861,-0.9176656,1,0.83446,0.18483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1120,-0.3842203,16.89141,-1.202168,-0.2981625,-0.2629193,-0.9175906,1,0.84318,0.20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1121,-0.3778633,16.86864,-1.197693,-0.2972993,-0.2644142,-0.9174411,1,0.84855,0.23258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1122,-0.3750964,16.84509,-1.191795,-0.2967141,-0.2659565,-0.9171848,1,0.85037,0.25843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1123,-0.375988,16.82168,-1.184707,-0.2965682,-0.2675099,-0.9167801,1,0.84855,0.28427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1124,-0.3804677,16.79928,-1.176709,-0.2968543,-0.2689766,-0.9162582,1,0.84318,0.30912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1125,-0.3883329,16.77878,-1.168127,-0.2975668,-0.2702999,-0.9156374,1,0.83446,0.33202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1126,-0.3992618,16.76094,-1.159291,-0.2987231,-0.2713813,-0.9149409,1,0.82273,0.35209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1127,-0.4128246,16.74647,-1.150548,-0.3002581,-0.2721938,-0.9141967,1,0.80843,0.36857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1128,-0.4285062,16.73591,-1.142229,-0.3020556,-0.2727288,-0.9134449,1,0.79211,0.38081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1129,-0.44573,16.72967,-1.134646,-0.3040099,-0.2729861,-0.9127194,1,0.77441,0.38835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1130,-0.4548199,16.629,-1.089634,-0.2989962,-0.3691006,-0.8799806,1,0.756,0.50319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1131,-0.4882787,16.63445,-1.079996,-0.3250096,-0.3662091,-0.8719287,1,0.72199,0.49849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1132,-0.5210348,16.64823,-1.07301,-0.3500287,-0.3594565,-0.8650266,1,0.68928,0.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1133,-0.5519337,16.66983,-1.068916,-0.3730868,-0.3491214,-0.8596049,1,0.65913,0.46194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1134,-0.579858,16.69842,-1.067845,-0.3932743,-0.3355831,-0.8559903,1,0.63271,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
Vertex,1135,-0.6037588,16.73291,-1.069835,-0.4098077,-0.319334,-0.8544493,1,0.61102,0.39441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"右目",1,"",0,"",0,"",0,0,0,0,0,0,0,0,0,0
